track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
trk_1150,Eminem,Flowers Fantasy (Deluxe Edition),Flowers Fantasy,80,191514,0,0.525,0.554,8,-4.92,0,0.187,0.751,0.0,0.343,0.368,107.73,4,hip-hop
trk_1151,Travis Scott,Flowers Hour (Deluxe Edition),Flowers Hour,90,208232,0,0.808,0.787,3,-3.9,0,0.197,0.454,0.3871,0.149,0.807,119.1,4,hip-hop
trk_1152,Taylor Swift,As It Was Hour (Deluxe Edition),As It Was Hour,33,219652,0,0.852,0.399,5,-11.36,1,0.068,0.755,0.3579,0.33,0.495,157.46,4,pop
trk_1153,Eminem,Die Memories (Deluxe Edition),Die Memories,54,247394,1,0.822,0.613,3,-3.62,0,0.258,0.401,0.0,0.303,0.723,86.9,4,hip-hop
trk_1154,Kendrick Lamar,Blinding Parade (Deluxe Edition),Blinding Parade,88,183982,0,0.665,0.787,3,-3.94,0,0.041,0.608,0.0,0.267,0.41,89.53,4,hip-hop
trk_1155,Harry Styles,Humble Hour (Deluxe Edition),Humble Hour,76,243116,1,0.831,0.932,11,-7.85,1,0.238,0.433,0.0,0.242,0.243,163.79,4,pop-rock
trk_1156,Imagine Dragons,Starboy World (Deluxe Edition),Starboy World,39,184282,0,0.53,0.387,2,-13.83,1,0.168,0.546,0.0,0.125,0.834,150.32,4,rock
trk_1157,Bruno Mars,Shape Lights (Deluxe Edition),Shape Lights,38,147873,0,0.466,0.669,8,-9.96,1,0.34,0.741,0.0,0.141,0.477,170.52,4,r&b
trk_1158,Olivia Rodrigo,vampire Memories (Deluxe Edition),vampire Memories,72,200421,0,0.885,0.376,0,-11.55,0,0.145,0.425,0.0,0.094,0.452,163.97,4,pop-rock
trk_1159,Kendrick Lamar,Golden Heart (Deluxe Edition),Golden Heart,81,188339,1,0.81,0.946,8,-13.97,1,0.082,0.64,0.0,0.067,0.862,173.25,4,hip-hop
trk_1160,Eminem,Midnight World (Deluxe Edition),Midnight World,61,237030,0,0.447,0.58,4,-13.62,1,0.157,0.1,0.2434,0.139,0.795,140.53,4,hip-hop
trk_1161,Drake,Flowers Vibes (Deluxe Edition),Flowers Vibes,69,148070,0,0.629,0.924,1,-13.84,1,0.265,0.756,0.0,0.065,0.404,159.28,4,hip-hop
trk_1162,Justin Bieber,Greedy Symphony (Deluxe Edition),Greedy Symphony,65,185192,1,0.519,0.354,8,-4.0,0,0.306,0.851,0.0058,0.187,0.706,151.46,4,pop
trk_1163,Bruno Mars,Midnight Waves (Deluxe Edition),Midnight Waves,69,236979,0,0.362,0.643,3,-5.45,1,0.098,0.229,0.0,0.277,0.573,136.3,4,r&b
trk_1164,Olivia Rodrigo,Save Lover (Deluxe Edition),Save Lover,5,250890,0,0.863,0.908,2,-4.0,1,0.119,0.411,0.0,0.28,0.465,86.29,4,pop-rock
trk_1165,The Weeknd,Midnight Hour (Deluxe Edition),Midnight Hour,100,189810,0,0.886,0.762,10,-13.58,1,0.168,0.214,0.0,0.233,0.476,153.22,4,pop
trk_1166,Drake,God's Heart (Deluxe Edition),God's Heart,56,208468,0,0.354,0.884,0,-9.5,0,0.104,0.568,0.0,0.146,0.407,107.06,4,hip-hop
trk_1167,Billie Eilish,Greedy Hour (Deluxe Edition),Greedy Hour,10,253149,0,0.833,0.465,4,-10.01,1,0.064,0.655,0.0,0.329,0.598,150.46,4,alt-pop
trk_1168,Imagine Dragons,Humble Heart (Deluxe Edition),Humble Heart,79,256559,1,0.618,0.687,7,-6.22,1,0.031,0.199,0.0,0.212,0.882,169.75,4,rock
trk_1169,Billie Eilish,Greedy Chamber (Deluxe Edition),Greedy Chamber,41,141762,1,0.482,0.724,8,-6.96,1,0.079,0.099,0.3447,0.29,0.379,112.47,4,alt-pop
trk_1170,Travis Scott,Shape Dreams (Deluxe Edition),Shape Dreams,80,175512,0,0.94,0.397,0,-3.28,0,0.315,0.138,0.0,0.098,0.395,155.17,4,hip-hop
trk_1171,Kendrick Lamar,Cruel Tears (Deluxe Edition),Cruel Tears,46,163146,1,0.563,0.382,4,-10.23,0,0.125,0.41,0.0,0.262,0.887,146.89,4,hip-hop
trk_1172,SZA,Die Summer (Deluxe Edition),Die Summer,52,234428,0,0.389,0.772,7,-12.91,0,0.269,0.808,0.0,0.259,0.308,126.86,4,r&b
trk_1173,Bruno Mars,Die Heart (Deluxe Edition),Die Heart,74,230809,1,0.625,0.431,2,-4.06,1,0.215,0.813,0.0,0.268,0.863,88.42,4,r&b
trk_1174,SZA,Midnight Hour (Deluxe Edition),Midnight Hour,100,147176,0,0.586,0.339,0,-5.01,0,0.239,0.812,0.0,0.12,0.907,145.09,4,r&b
trk_1175,Justin Bieber,Peaches Echoes (Deluxe Edition),Peaches Echoes,86,256103,1,0.422,0.552,5,-6.03,0,0.163,0.424,0.3943,0.097,0.35,170.29,4,pop
trk_1176,Billie Eilish,God's Hour (Deluxe Edition),God's Hour,61,245381,0,0.67,0.323,1,-7.92,1,0.159,0.722,0.0,0.119,0.806,112.05,4,alt-pop
trk_1177,Harry Styles,Levitating Lover (Deluxe Edition),Levitating Lover,48,234722,0,0.628,0.409,2,-5.93,1,0.234,0.08,0.0,0.13,0.653,127.72,4,pop-rock
trk_1178,Coldplay,Starboy Chamber (Deluxe Edition),Starboy Chamber,81,169222,0,0.557,0.495,1,-9.93,0,0.105,0.678,0.0,0.232,0.598,145.74,4,rock
trk_1179,Travis Scott,Levitating Waves (Deluxe Edition),Levitating Waves,69,187226,0,0.389,0.927,10,-7.84,1,0.316,0.348,0.0,0.255,0.244,86.69,4,hip-hop
trk_1180,SZA,Flowers Tears (Deluxe Edition),Flowers Tears,94,185982,1,0.374,0.579,2,-13.09,1,0.276,0.479,0.0,0.159,0.895,160.25,4,r&b
trk_1181,Taylor Swift,Lucid Summer (Deluxe Edition),Lucid Summer,87,232435,0,0.393,0.736,1,-9.54,1,0.204,0.36,0.0,0.173,0.696,139.78,4,pop
trk_1182,Doja Cat,Sunflower World (Deluxe Edition),Sunflower World,74,197827,0,0.795,0.805,11,-7.37,1,0.121,0.558,0.0,0.257,0.705,173.51,4,dance-pop
trk_1183,Drake,Lucid Dreams (Deluxe Edition),Lucid Dreams,98,141595,1,0.619,0.361,4,-4.67,0,0.272,0.421,0.0,0.26,0.154,167.35,4,hip-hop
trk_1184,Bad Bunny,Shape Plan (Deluxe Edition),Shape Plan,62,170778,0,0.376,0.337,6,-13.05,0,0.127,0.015,0.2408,0.276,0.652,85.56,4,reggaeton
trk_1185,SZA,Starboy Nights (Deluxe Edition),Starboy Nights,76,249222,1,0.926,0.976,10,-9.08,1,0.23,0.845,0.0029,0.109,0.534,92.24,4,r&b
trk_1186,Coldplay,vampire Summer (Deluxe Edition),vampire Summer,60,168077,0,0.515,0.563,8,-5.77,1,0.281,0.099,0.0,0.114,0.313,110.55,4,rock
trk_1187,Doja Cat,Sunflower Chamber (Deluxe Edition),Sunflower Chamber,74,164305,1,0.938,0.885,3,-7.66,1,0.315,0.045,0.0,0.206,0.583,135.44,4,dance-pop
trk_1188,Eminem,Sunflower Plan (Deluxe Edition),Sunflower Plan,42,159454,0,0.371,0.367,9,-4.14,0,0.331,0.656,0.0,0.173,0.182,106.89,4,hip-hop
trk_1189,Kendrick Lamar,Blinding Waves (Deluxe Edition),Blinding Waves,70,230962,1,0.59,0.45,0,-6.97,1,0.105,0.808,0.0,0.137,0.8,110.87,4,hip-hop
trk_1190,Bad Bunny,God's Tears (Deluxe Edition),God's Tears,79,185911,0,0.469,0.398,6,-8.68,1,0.336,0.186,0.0,0.09,0.889,110.15,4,reggaeton
trk_1191,Bruno Mars,Anti Parade (Deluxe Edition),Anti Parade,100,209569,1,0.593,0.614,5,-5.35,0,0.278,0.287,0.1164,0.065,0.812,124.78,4,r&b
trk_1192,Billie Eilish,Die Tears (Deluxe Edition),Die Tears,57,213641,0,0.66,0.511,1,-3.19,1,0.264,0.028,0.0,0.311,0.246,101.93,4,alt-pop
trk_1193,Bruno Mars,Anti Tears (Deluxe Edition),Anti Tears,53,220165,1,0.738,0.424,7,-3.99,1,0.251,0.722,0.3926,0.173,0.549,145.76,4,r&b
trk_1194,Bruno Mars,Espresso Symphony (Deluxe Edition),Espresso Symphony,87,197767,0,0.556,0.61,4,-4.7,0,0.327,0.702,0.0,0.301,0.39,169.47,4,r&b
trk_1195,Dua Lipa,Blinding Vibes (Deluxe Edition),Blinding Vibes,68,255068,1,0.395,0.908,9,-6.28,0,0.261,0.17,0.0,0.115,0.198,139.34,4,dance-pop
trk_1196,Billie Eilish,vampire Lights (Deluxe Edition),vampire Lights,100,194990,0,0.55,0.416,9,-9.93,0,0.258,0.439,0.0863,0.253,0.233,127.72,4,alt-pop
trk_1197,Justin Bieber,Blinding Echoes (Deluxe Edition),Blinding Echoes,62,250219,1,0.871,0.49,3,-6.18,0,0.181,0.071,0.0,0.243,0.185,145.28,4,pop
trk_1198,Taylor Swift,Levitating Summer (Deluxe Edition),Levitating Summer,74,201015,1,0.357,0.866,4,-12.58,1,0.132,0.573,0.0775,0.214,0.151,135.04,4,pop
trk_1199,Ed Sheeran,Midnight Lights (Deluxe Edition),Midnight Lights,71,236434,0,0.709,0.406,7,-9.43,0,0.201,0.494,0.0,0.289,0.379,106.91,4,pop
trk_1200,Olivia Rodrigo,Peaches Hour (Deluxe Edition),Peaches Hour,66,233616,1,0.477,0.933,4,-10.97,0,0.096,0.033,0.0,0.314,0.589,85.03,4,pop-rock
trk_1201,Drake,Greedy Echoes (Deluxe Edition),Greedy Echoes,77,194783,1,0.875,0.323,6,-13.76,1,0.19,0.433,0.317,0.165,0.382,85.89,4,hip-hop
trk_1202,Olivia Rodrigo,Lucid Heart (Deluxe Edition),Lucid Heart,77,152866,0,0.816,0.335,4,-8.08,1,0.093,0.647,0.0,0.103,0.89,94.26,4,pop-rock
trk_1203,Dua Lipa,Greedy Tears (Deluxe Edition),Greedy Tears,91,145374,0,0.409,0.502,2,-8.69,1,0.089,0.688,0.0,0.17,0.261,164.35,4,dance-pop
trk_1204,Harry Styles,Golden Summer (Deluxe Edition),Golden Summer,32,208962,0,0.73,0.782,7,-5.82,1,0.111,0.498,0.0,0.314,0.385,96.09,4,pop-rock
trk_1205,SZA,Anti Plan (Deluxe Edition),Anti Plan,20,242905,0,0.757,0.797,0,-6.98,0,0.102,0.644,0.0,0.294,0.629,145.77,4,r&b
trk_1206,Olivia Rodrigo,Levitating Symphony (Deluxe Edition),Levitating Symphony,94,217351,0,0.515,0.557,2,-6.65,0,0.089,0.422,0.0,0.053,0.583,89.54,4,pop-rock
trk_1207,Taylor Swift,Anti Lover (Deluxe Edition),Anti Lover,67,205202,1,0.54,0.439,3,-3.8,1,0.342,0.538,0.0,0.322,0.159,106.54,4,pop
trk_1208,Coldplay,Espresso Hero (Deluxe Edition),Espresso Hero,60,241516,1,0.677,0.435,5,-8.38,0,0.137,0.401,0.0,0.32,0.245,164.83,4,rock
trk_1209,Dua Lipa,Humble Nights (Deluxe Edition),Humble Nights,63,186601,1,0.743,0.568,6,-12.56,1,0.033,0.228,0.0,0.201,0.91,92.76,4,dance-pop
trk_1210,Travis Scott,Shape Lover (Deluxe Edition),Shape Lover,93,199967,0,0.364,0.701,9,-5.28,0,0.111,0.363,0.0,0.341,0.789,107.66,4,hip-hop
trk_1211,Taylor Swift,Espresso Hero (Deluxe Edition),Espresso Hero,55,220544,1,0.769,0.48,4,-4.77,0,0.133,0.399,0.0,0.157,0.167,173.51,4,pop
trk_1212,Post Malone,vampire Lover (Deluxe Edition),vampire Lover,76,226323,1,0.435,0.77,11,-8.35,0,0.282,0.027,0.0,0.204,0.469,149.16,4,hip-hop
trk_1213,Travis Scott,Humble Waves (Deluxe Edition),Humble Waves,100,212617,0,0.686,0.651,9,-12.32,1,0.115,0.541,0.0182,0.105,0.274,117.74,4,hip-hop
trk_1214,The Weeknd,Lucid Memories (Deluxe Edition),Lucid Memories,64,150471,0,0.745,0.484,3,-5.2,1,0.231,0.012,0.0,0.079,0.203,145.28,4,pop
trk_1215,Drake,Cruel Lover (Deluxe Edition),Cruel Lover,42,218087,1,0.62,0.524,11,-12.45,0,0.32,0.466,0.1577,0.08,0.556,162.06,4,hip-hop
trk_1216,Coldplay,Sunflower Fantasy (Deluxe Edition),Sunflower Fantasy,72,145792,0,0.639,0.438,5,-5.38,0,0.055,0.742,0.0,0.131,0.773,139.28,4,rock
trk_1217,Ed Sheeran,Sunflower Nights (Deluxe Edition),Sunflower Nights,58,156718,1,0.945,0.438,1,-13.92,0,0.152,0.552,0.2548,0.185,0.543,85.22,4,pop
trk_1218,Harry Styles,Blinding Memories (Deluxe Edition),Blinding Memories,37,164630,0,0.439,0.79,4,-3.04,1,0.052,0.435,0.0,0.209,0.26,168.82,4,pop-rock
trk_1219,SZA,Save World (Deluxe Edition),Save World,75,241511,1,0.481,0.899,6,-9.75,0,0.223,0.479,0.0,0.224,0.77,162.65,4,r&b
trk_1220,Bad Bunny,Greedy Vibes (Deluxe Edition),Greedy Vibes,81,203091,1,0.471,0.499,10,-10.71,0,0.096,0.754,0.0,0.09,0.729,151.0,4,reggaeton
trk_1221,Ariana Grande,God's Lights (Deluxe Edition),God's Lights,72,170908,1,0.522,0.674,11,-6.11,0,0.274,0.701,0.0,0.32,0.892,147.53,4,pop
trk_1222,Ed Sheeran,Shape Fantasy (Deluxe Edition),Shape Fantasy,58,170332,0,0.533,0.701,0,-5.72,0,0.049,0.817,0.0358,0.071,0.445,111.64,4,pop
trk_1223,Doja Cat,Starboy Chamber (Deluxe Edition),Starboy Chamber,71,237683,1,0.471,0.473,8,-9.72,1,0.344,0.708,0.0,0.22,0.183,125.99,4,dance-pop
trk_1224,Post Malone,Cruel Symphony (Deluxe Edition),Cruel Symphony,74,143306,1,0.641,0.978,0,-3.5,0,0.051,0.678,0.0,0.081,0.694,165.31,4,hip-hop
trk_1225,Eminem,Anti Heart (Deluxe Edition),Anti Heart,89,166379,1,0.832,0.492,3,-5.32,0,0.09,0.375,0.0,0.301,0.613,166.93,4,hip-hop
trk_1226,Post Malone,Peaches World (Deluxe Edition),Peaches World,50,167493,1,0.865,0.958,9,-7.58,0,0.313,0.35,0.0,0.267,0.283,96.83,4,hip-hop
trk_1227,Billie Eilish,Peaches Hour (Deluxe Edition),Peaches Hour,63,189840,0,0.495,0.747,8,-7.21,1,0.211,0.356,0.2153,0.191,0.439,100.26,4,alt-pop
trk_1228,Post Malone,Greedy Lights (Deluxe Edition),Greedy Lights,70,241074,1,0.54,0.477,5,-10.85,1,0.139,0.103,0.2374,0.251,0.493,141.16,4,hip-hop
trk_1229,Imagine Dragons,Flowers Waves (Deluxe Edition),Flowers Waves,90,220571,1,0.649,0.634,3,-9.54,1,0.084,0.773,0.1231,0.221,0.708,170.78,4,rock
trk_1230,The Weeknd,Lucid Memories (Deluxe Edition),Lucid Memories,81,197783,1,0.53,0.328,7,-3.82,1,0.13,0.275,0.0,0.344,0.333,169.72,4,pop
trk_1231,Eminem,God's Chamber (Deluxe Edition),God's Chamber,65,217037,1,0.647,0.489,0,-13.92,1,0.068,0.179,0.0,0.128,0.453,168.07,4,hip-hop
trk_1232,Post Malone,Peaches Waves (Deluxe Edition),Peaches Waves,31,216958,0,0.358,0.731,5,-10.97,1,0.162,0.866,0.0115,0.198,0.865,143.42,4,hip-hop
trk_1233,Travis Scott,Sunflower Memories (Deluxe Edition),Sunflower Memories,51,218116,1,0.519,0.456,11,-11.69,0,0.1,0.571,0.0,0.166,0.6,151.6,4,hip-hop
trk_1234,Imagine Dragons,As It Was Heart (Deluxe Edition),As It Was Heart,23,171052,0,0.521,0.712,10,-13.57,0,0.3,0.222,0.0,0.307,0.742,94.55,4,rock
trk_1235,Bad Bunny,Starboy Memories (Deluxe Edition),Starboy Memories,48,165561,0,0.607,0.778,6,-9.73,0,0.237,0.523,0.0,0.113,0.748,92.64,4,reggaeton
trk_1236,Imagine Dragons,vampire Symphony (Deluxe Edition),vampire Symphony,56,235080,0,0.734,0.908,0,-12.17,1,0.116,0.243,0.0,0.26,0.797,118.47,4,rock
trk_1237,Harry Styles,Anti Hero (Deluxe Edition),Anti Hero,45,174462,1,0.843,0.961,3,-6.38,0,0.11,0.664,0.0,0.059,0.648,100.6,4,pop-rock
trk_1238,Post Malone,Save Summer (Deluxe Edition),Save Summer,71,220377,1,0.651,0.407,4,-9.4,0,0.324,0.676,0.0,0.305,0.273,96.82,4,hip-hop
trk_1239,SZA,Flowers Fantasy (Deluxe Edition),Flowers Fantasy,58,172973,1,0.352,0.584,11,-4.9,0,0.043,0.768,0.0,0.302,0.504,167.18,4,r&b
trk_1240,Taylor Swift,Cruel Tears (Deluxe Edition),Cruel Tears,49,248102,0,0.683,0.674,2,-7.28,1,0.088,0.849,0.0,0.27,0.854,162.42,4,pop
trk_1241,Eminem,Humble Hero (Deluxe Edition),Humble Hero,55,249606,0,0.378,0.583,2,-7.87,0,0.285,0.525,0.0,0.182,0.677,170.09,4,hip-hop
trk_1242,Ed Sheeran,Cruel Heart (Deluxe Edition),Cruel Heart,62,153942,0,0.618,0.938,10,-6.16,1,0.187,0.426,0.0,0.183,0.253,169.68,4,pop
trk_1243,Billie Eilish,Anti Lover (Deluxe Edition),Anti Lover,67,210405,1,0.794,0.386,10,-13.8,1,0.154,0.387,0.0,0.132,0.85,165.76,4,alt-pop
trk_1244,Kendrick Lamar,Humble Tears (Deluxe Edition),Humble Tears,51,246945,1,0.717,0.675,5,-9.81,1,0.266,0.41,0.0,0.227,0.699,138.65,4,hip-hop
trk_1245,Drake,Lucid Lover (Deluxe Edition),Lucid Lover,77,208224,0,0.456,0.342,3,-8.84,0,0.168,0.772,0.0,0.263,0.472,165.05,4,hip-hop
trk_1246,Bruno Mars,Blinding Fantasy (Deluxe Edition),Blinding Fantasy,67,151224,0,0.728,0.362,1,-12.44,0,0.264,0.346,0.0,0.272,0.155,173.17,4,r&b
trk_1247,Post Malone,Lucid Dreams (Deluxe Edition),Lucid Dreams,83,147273,0,0.521,0.355,9,-4.68,0,0.099,0.111,0.0,0.101,0.505,120.99,4,hip-hop
trk_1248,SZA,Levitating Hour (Deluxe Edition),Levitating Hour,54,150444,0,0.537,0.465,8,-4.4,1,0.191,0.574,0.0684,0.155,0.757,156.46,4,r&b
trk_1249,Olivia Rodrigo,Shape Heart (Deluxe Edition),Shape Heart,70,227452,1,0.464,0.603,0,-3.26,1,0.261,0.431,0.0,0.175,0.183,115.92,4,pop-rock
trk_1250,Taylor Swift,Anti Memories (Deluxe Edition),Anti Memories,57,258507,1,0.426,0.61,10,-3.49,0,0.263,0.578,0.0,0.119,0.207,120.37,4,pop
trk_1251,Drake,Levitating Vibes (Deluxe Edition),Levitating Vibes,82,231779,0,0.598,0.958,1,-4.92,1,0.222,0.827,0.1397,0.217,0.225,139.88,4,hip-hop
trk_1252,Bad Bunny,Save World (Deluxe Edition),Save World,49,225455,1,0.632,0.946,5,-8.45,0,0.063,0.495,0.0,0.189,0.697,121.6,4,reggaeton
trk_1253,Ed Sheeran,Sunflower Lover (Deluxe Edition),Sunflower Lover,93,199926,0,0.716,0.97,11,-4.63,1,0.133,0.116,0.0,0.237,0.795,130.3,4,pop
trk_1254,Coldplay,Blinding Lover (Deluxe Edition),Blinding Lover,62,187737,0,0.396,0.791,6,-5.63,1,0.218,0.427,0.0,0.107,0.779,103.81,4,rock
trk_1255,Taylor Swift,Greedy Chamber (Deluxe Edition),Greedy Chamber,57,166138,1,0.881,0.795,1,-4.11,0,0.07,0.797,0.0,0.122,0.775,149.06,4,pop
trk_1256,Eminem,Shape Heart (Deluxe Edition),Shape Heart,63,194027,1,0.798,0.54,6,-3.64,0,0.114,0.14,0.3644,0.092,0.654,119.13,4,hip-hop
trk_1257,Taylor Swift,Starboy You (Deluxe Edition),Starboy You,75,178869,0,0.589,0.563,11,-10.66,0,0.144,0.744,0.0,0.145,0.24,174.49,4,pop
trk_1258,Eminem,Starboy Fantasy (Deluxe Edition),Starboy Fantasy,42,244748,0,0.509,0.51,6,-12.39,0,0.189,0.068,0.0,0.085,0.565,139.79,4,hip-hop
trk_1259,Taylor Swift,Flowers Fantasy (Deluxe Edition),Flowers Fantasy,65,199968,1,0.822,0.59,10,-13.78,0,0.034,0.343,0.0,0.191,0.4,118.16,4,pop
trk_1260,Imagine Dragons,Flowers Chamber (Deluxe Edition),Flowers Chamber,62,190823,1,0.41,0.56,7,-8.11,0,0.108,0.495,0.0,0.128,0.308,95.4,4,rock
trk_1261,Coldplay,Die Parade (Deluxe Edition),Die Parade,61,202922,0,0.8,0.679,5,-8.04,1,0.231,0.319,0.0779,0.197,0.267,103.55,4,rock
trk_1262,Olivia Rodrigo,Greedy You (Deluxe Edition),Greedy You,61,212678,0,0.613,0.53,3,-4.42,1,0.203,0.534,0.0,0.136,0.395,156.37,4,pop-rock
trk_1263,Ariana Grande,As It Was Hero (Deluxe Edition),As It Was Hero,76,165548,1,0.924,0.601,5,-4.34,0,0.203,0.482,0.0,0.308,0.565,138.38,4,pop
trk_1264,Post Malone,Midnight Dreams (Deluxe Edition),Midnight Dreams,71,255266,0,0.781,0.97,5,-10.57,1,0.081,0.582,0.0,0.145,0.3,171.3,4,hip-hop
trk_1265,Billie Eilish,As It Was Heart (Deluxe Edition),As It Was Heart,47,214792,0,0.876,0.668,11,-4.85,1,0.04,0.124,0.0,0.065,0.379,170.31,4,alt-pop
trk_1266,Kendrick Lamar,Lucid Lights (Deluxe Edition),Lucid Lights,48,200384,0,0.414,0.326,3,-8.34,0,0.348,0.688,0.0,0.323,0.42,86.14,4,hip-hop
trk_1267,Dua Lipa,Midnight Dreams (Deluxe Edition),Midnight Dreams,35,162268,1,0.688,0.703,0,-13.78,0,0.264,0.769,0.1734,0.306,0.606,154.73,4,dance-pop
trk_1268,Harry Styles,Save Memories (Deluxe Edition),Save Memories,70,223368,0,0.863,0.463,6,-11.98,0,0.234,0.869,0.0,0.1,0.256,155.49,4,pop-rock
trk_1269,SZA,vampire Nights (Deluxe Edition),vampire Nights,68,186623,0,0.416,0.738,1,-11.7,0,0.083,0.283,0.0,0.281,0.597,95.39,4,r&b
trk_1270,Drake,Blinding Dreams (Deluxe Edition),Blinding Dreams,46,180606,1,0.837,0.884,4,-6.79,0,0.328,0.7,0.0325,0.292,0.766,120.6,4,hip-hop
trk_1271,Bad Bunny,Shape Lights (Deluxe Edition),Shape Lights,49,174433,0,0.428,0.952,1,-11.25,0,0.224,0.38,0.0,0.23,0.154,135.21,4,reggaeton
trk_1272,Eminem,Anti Vibes (Deluxe Edition),Anti Vibes,37,166326,0,0.547,0.478,3,-7.37,1,0.031,0.648,0.0,0.131,0.869,149.33,4,hip-hop
trk_1273,Dua Lipa,Blinding Hero (Deluxe Edition),Blinding Hero,66,216184,0,0.656,0.435,11,-6.02,0,0.212,0.167,0.0,0.093,0.288,122.61,4,dance-pop
trk_1274,Justin Bieber,Espresso Hero (Deluxe Edition),Espresso Hero,60,166442,1,0.422,0.963,9,-11.18,1,0.154,0.796,0.0,0.208,0.438,120.02,4,pop
trk_1275,Coldplay,Die Symphony (Deluxe Edition),Die Symphony,51,194047,0,0.72,0.424,11,-13.09,1,0.076,0.541,0.0,0.26,0.888,112.11,4,rock
trk_1276,Harry Styles,Levitating Summer (Deluxe Edition),Levitating Summer,74,250922,0,0.442,0.333,11,-11.97,0,0.099,0.314,0.0,0.161,0.176,167.71,4,pop-rock
trk_1277,Doja Cat,Sunflower Echoes (Deluxe Edition),Sunflower Echoes,80,226107,0,0.483,0.781,2,-3.63,1,0.265,0.606,0.0,0.101,0.591,94.44,4,dance-pop
trk_1278,Bruno Mars,Anti Hero (Deluxe Edition),Anti Hero,71,210898,1,0.465,0.819,2,-6.9,0,0.201,0.818,0.0,0.264,0.285,116.36,4,r&b
trk_1279,Eminem,Peaches Nights (Deluxe Edition),Peaches Nights,95,162153,0,0.843,0.641,7,-6.65,1,0.155,0.022,0.0,0.122,0.431,120.62,4,hip-hop
trk_1280,The Weeknd,Sunflower Parade (Deluxe Edition),Sunflower Parade,59,248763,0,0.584,0.677,5,-13.38,1,0.239,0.512,0.0,0.214,0.633,139.85,4,pop
trk_1281,Imagine Dragons,Peaches Plan (Deluxe Edition),Peaches Plan,35,242741,0,0.797,0.622,6,-7.49,1,0.274,0.87,0.0,0.139,0.677,124.18,4,rock
trk_1282,Ariana Grande,Sunflower Fantasy (Deluxe Edition),Sunflower Fantasy,69,146171,1,0.381,0.501,5,-13.67,1,0.2,0.515,0.0,0.314,0.502,148.71,4,pop
trk_1283,Travis Scott,Humble Nights (Deluxe Edition),Humble Nights,85,230327,0,0.728,0.639,5,-8.59,0,0.095,0.294,0.3121,0.31,0.614,171.9,4,hip-hop
trk_1284,Imagine Dragons,Greedy Fantasy (Deluxe Edition),Greedy Fantasy,94,184333,0,0.623,0.947,6,-5.56,0,0.077,0.659,0.0,0.059,0.473,113.5,4,rock
trk_1285,Post Malone,Golden Hero (Deluxe Edition),Golden Hero,62,150539,0,0.389,0.397,2,-6.18,1,0.163,0.343,0.0,0.186,0.827,143.3,4,hip-hop
trk_1286,Justin Bieber,Save Symphony (Deluxe Edition),Save Symphony,47,153938,1,0.553,0.354,5,-11.29,1,0.091,0.662,0.0,0.166,0.615,170.44,4,pop
trk_1287,Dua Lipa,Levitating Summer (Deluxe Edition),Levitating Summer,68,226768,1,0.8,0.49,11,-12.18,0,0.177,0.186,0.0,0.153,0.705,88.1,4,dance-pop
trk_1288,The Weeknd,Save Fantasy (Deluxe Edition),Save Fantasy,86,228949,0,0.384,0.657,1,-3.02,1,0.04,0.334,0.0,0.242,0.816,155.02,4,pop
trk_1289,SZA,Lucid Chamber (Deluxe Edition),Lucid Chamber,47,209254,0,0.778,0.831,6,-9.47,0,0.284,0.119,0.0,0.322,0.198,101.98,4,r&b
trk_1290,Kendrick Lamar,Cruel Tears (Deluxe Edition),Cruel Tears,54,199638,0,0.938,0.465,8,-7.33,0,0.273,0.297,0.0,0.07,0.896,131.92,4,hip-hop
trk_1291,Imagine Dragons,Die Heart (Deluxe Edition),Die Heart,74,252555,1,0.836,0.535,0,-12.76,1,0.279,0.846,0.0,0.15,0.645,108.54,4,rock
trk_1292,Doja Cat,God's Lights (Deluxe Edition),God's Lights,82,176365,0,0.878,0.309,0,-4.66,1,0.237,0.438,0.0,0.284,0.327,155.21,4,dance-pop
trk_1293,Harry Styles,Espresso Plan (Deluxe Edition),Espresso Plan,100,183026,1,0.835,0.565,8,-7.64,0,0.271,0.254,0.0,0.262,0.191,89.09,4,pop-rock
trk_1294,Doja Cat,As It Was Heart (Deluxe Edition),As It Was Heart,100,198597,0,0.504,0.499,2,-9.94,0,0.146,0.805,0.0,0.171,0.216,86.01,4,dance-pop
trk_1295,Justin Bieber,Sunflower Chamber (Deluxe Edition),Sunflower Chamber,57,225321,0,0.777,0.457,8,-11.92,1,0.271,0.316,0.0,0.241,0.811,109.92,4,pop
trk_1296,Bad Bunny,Espresso Lover (Deluxe Edition),Espresso Lover,74,256341,0,0.889,0.476,4,-8.69,1,0.299,0.207,0.0,0.31,0.711,136.49,4,reggaeton
trk_1297,Olivia Rodrigo,Lucid You (Deluxe Edition),Lucid You,52,149184,1,0.476,0.808,11,-3.95,0,0.133,0.309,0.0,0.093,0.671,149.23,4,pop-rock
trk_1298,Justin Bieber,Starboy Lover (Deluxe Edition),Starboy Lover,42,244447,1,0.779,0.593,4,-5.27,1,0.217,0.572,0.0,0.27,0.737,102.08,4,pop
